订单编号,总金额,买家实际支付金额,收货地址 ,订单创建时间,订单付款时间 ,退款金额
2167,240.0,240.0,浙江省,2020-02-19 08:58:48,2020-02-19 08:58:52,0.0
2168,69.0,0.0,湖南省,2020-02-19 08:57:55,,0.0
2169,91.0,91.0,新疆维吾尔自治区,2020-02-19 08:55:08,2020-02-19 08:55:17,0.0
2170,128.0,128.0,广东省,2020-02-19 08:55:03,2020-02-19 08:55:11,0.0
2171,37.0,0.0,广东省,2020-02-19 08:54:55,,0.0
2172,53.0,53.0,北京,2020-02-19 08:54:46,2020-02-19 08:55:04,0.0
2173,21.0,0.0,广东省,2020-02-19 08:54:08,,0.0
2174,37.0,37.0,北京,2020-02-19 08:54:03,2020-02-19 08:54:09,0.0
2175,21.0,21.0,黑龙江省,2020-02-19 08:53:21,2020-02-19 08:53:30,0.0
2176,37.0,0.0,天津,2020-02-19 08:51:13,2020-02-19 08:51:18,37.0
2177,128.0,0.0,山东省,2020-02-19 08:49:51,2020-02-19 08:50:52,128.0
2178,69.0,69.0,江苏省,2020-02-19 08:49:48,2020-02-19 08:49:54,0.0
2179,21.0,21.0,浙江省,2020-02-19 08:49:30,2020-02-19 08:49:37,0.0
2180,21.0,0.0,江西省,2020-02-19 08:49:14,,0.0
2181,156.0,156.0,江苏省,2020-02-19 08:48:43,2020-02-19 08:49:43,0.0
2182,101.0,5.0,陕西省,2020-02-19 08:47:57,2020-02-19 08:48:03,96.0
2183,21.0,0.0,安徽省,2020-02-19 08:46:59,2020-02-19 08:47:09,21.0
2184,69.0,69.0,天津,2020-02-19 08:46:29,2020-02-19 08:46:38,0.0
2185,69.0,69.0,四川省,2020-02-19 08:45:12,2020-02-19 08:47:54,0.0
2186,53.0,53.0,上海,2020-02-19 08:44:44,2020-02-19 08:44:48,0.0
2187,21.0,0.0,宁夏回族自治区,2020-02-19 08:42:52,,0.0
2188,37.0,37.0,安徽省,2020-02-19 08:41:36,2020-02-19 08:41:47,0.0
2189,85.0,85.0,江苏省,2020-02-19 08:41:16,2020-02-19 08:41:23,0.0
2190,85.0,85.0,福建省,2020-02-19 08:40:32,2020-02-19 08:40:46,0.0
2191,85.0,85.0,北京,2020-02-19 08:37:05,2020-02-19 08:37:12,0.0
2192,21.0,0.0,贵州省,2020-02-19 08:36:06,,0.0
2193,160.0,160.0,山东省,2020-02-19 08:35:00,2020-02-19 08:35:46,0.0
2194,101.0,101.0,上海,2020-02-19 08:31:43,2020-02-19 08:31:52,0.0
2195,85.0,85.0,上海,2020-02-19 08:31:15,2020-02-19 08:31:22,0.0
2196,101.0,101.0,广东省,2020-02-19 08:30:31,2020-02-19 08:30:39,0.0
2197,85.0,0.0,黑龙江省,2020-02-19 08:29:29,2020-02-19 08:29:37,85.0
2198,37.0,37.0,江苏省,2020-02-19 08:29:19,2020-02-19 15:48:16,0.0
2199,37.0,0.0,四川省,2020-02-19 08:26:38,2020-02-19 08:26:45,37.0
2200,37.0,37.0,浙江省,2020-02-19 08:25:46,2020-02-19 08:25:50,0.0
2201,21.0,0.0,安徽省,2020-02-19 08:25:41,,0.0
2202,320.0,0.0,北京,2020-02-19 08:25:37,2020-02-19 08:25:47,320.0
2203,85.0,0.0,北京,2020-02-19 08:25:01,,0.0
2204,37.0,37.0,天津,2020-02-19 08:24:45,2020-02-19 08:25:00,0.0
2205,85.0,85.0,辽宁省,2020-02-19 08:24:34,2020-02-19 08:24:37,0.0
2206,37.0,37.0,广东省,2020-02-19 08:23:38,2020-02-19 08:23:46,0.0
2207,37.0,0.0,山东省,2020-02-19 08:23:05,,0.0
2208,85.0,85.0,上海,2020-02-19 08:21:32,2020-02-19 08:21:46,0.0
2209,53.0,53.0,河北省,2020-02-19 08:21:23,2020-02-19 08:21:31,0.0
2210,69.0,69.0,浙江省,2020-02-19 08:21:01,2020-02-19 08:21:08,0.0
2211,21.0,0.0,山东省,2020-02-19 08:20:56,,0.0
2212,37.0,37.0,广东省,2020-02-19 08:20:22,2020-02-19 08:20:28,0.0
2213,53.0,53.0,山东省,2020-02-19 08:16:36,2020-02-19 08:19:35,0.0
2214,37.0,37.0,江苏省,2020-02-19 08:13:56,2020-02-19 08:14:02,0.0
2215,37.0,37.0,湖南省,2020-02-19 08:13:28,2020-02-19 08:13:34,0.0
2216,112.0,112.0,上海,2020-02-19 08:04:46,2020-02-19 08:04:54,0.0
2217,128.0,128.0,内蒙古自治区,2020-02-19 08:01:09,2020-02-19 08:01:20,0.0
2218,160.0,0.0,上海,2020-02-19 08:00:51,,0.0
2219,85.0,85.0,辽宁省,2020-02-19 08:00:16,2020-02-19 08:00:22,0.0
2220,128.0,0.0,内蒙古自治区,2020-02-19 07:58:57,2020-02-19 07:59:04,128.0
2221,203.0,203.0,广东省,2020-02-19 07:57:08,2020-02-19 10:17:46,0.0
2222,85.0,0.0,内蒙古自治区,2020-02-19 07:56:57,2020-02-19 07:57:23,85.0
2223,670.0,670.0,上海,2020-02-19 07:55:32,2020-02-19 07:55:47,0.0
2224,21.0,21.0,辽宁省,2020-02-19 07:55:01,2020-02-19 07:55:18,0.0
2225,221.0,0.0,四川省,2020-02-19 07:54:39,2020-02-19 07:54:57,221.0
2226,69.0,69.0,四川省,2020-02-19 07:53:27,2020-02-19 07:53:36,0.0
2227,85.0,0.0,辽宁省,2020-02-19 07:52:11,,0.0
2228,190.0,0.0,四川省,2020-02-19 07:42:23,,0.0
2229,160.0,160.0,云南省,2020-02-19 07:41:32,2020-02-19 07:41:46,0.0
2230,37.0,37.0,山东省,2020-02-19 07:41:08,2020-02-19 09:15:47,0.0
2231,43.0,43.0,上海,2020-02-19 07:39:45,2020-02-19 07:39:49,0.0
2232,43.0,0.0,上海,2020-02-19 07:38:52,,0.0
2233,37.0,37.0,四川省,2020-02-19 07:37:26,2020-02-19 07:37:40,0.0
2234,85.0,85.0,山西省,2020-02-19 07:36:59,2020-02-19 07:37:10,0.0
2235,85.0,85.0,上海,2020-02-19 07:33:56,2020-02-19 07:34:12,0.0
2236,70.0,0.0,黑龙江省,2020-02-19 07:29:26,2020-02-19 07:29:37,70.0
2237,37.0,0.0,江苏省,2020-02-19 07:29:10,,0.0
2238,21.0,0.0,湖南省,2020-02-19 07:25:36,,0.0
2239,161.0,161.0,北京,2020-02-19 07:25:29,2020-02-19 07:25:43,0.0
2240,75.0,0.0,广东省,2020-02-19 07:19:56,2020-02-19 07:20:01,75.0
2241,37.0,37.0,河北省,2020-02-19 07:18:07,2020-02-19 07:18:52,0.0
2242,203.0,203.0,上海,2020-02-19 07:16:51,2020-02-19 07:17:01,0.0
2243,37.0,37.0,天津,2020-02-19 07:09:41,2020-02-19 07:09:58,0.0
2244,53.0,53.0,安徽省,2020-02-19 07:04:48,2020-02-19 07:04:54,0.0
2245,85.0,85.0,湖南省,2020-02-19 07:03:02,2020-02-19 07:03:06,0.0
2246,85.0,85.0,辽宁省,2020-02-19 07:01:35,2020-02-19 07:01:45,0.0
2247,43.0,0.0,上海,2020-02-19 06:58:03,,0.0
2248,37.0,0.0,河北省,2020-02-19 06:52:30,2020-02-19 06:52:38,37.0
2249,128.0,128.0,广东省,2020-02-19 06:48:37,2020-02-19 06:48:43,0.0
2250,37.0,37.0,上海,2020-02-19 06:41:13,2020-02-19 06:41:26,0.0
2251,320.0,320.0,北京,2020-02-19 06:39:30,2020-02-19 06:39:36,0.0
2252,37.0,37.0,浙江省,2020-02-19 06:39:17,2020-02-19 06:39:23,0.0
2253,160.0,160.0,山东省,2020-02-19 06:33:55,2020-02-19 06:34:08,0.0
2254,59.0,59.0,天津,2020-02-19 06:33:42,2020-02-19 06:33:50,0.0
2255,37.0,37.0,江苏省,2020-02-19 06:29:49,2020-02-19 06:30:03,0.0
2256,21.0,0.0,江苏省,2020-02-19 06:28:51,,0.0
2257,388.0,388.0,浙江省,2020-02-19 06:24:34,2020-02-19 06:24:38,0.0
2258,156.0,156.0,上海,2020-02-19 06:23:48,2020-02-19 06:25:08,0.0
2259,91.0,0.0,新疆维吾尔自治区,2020-02-19 06:13:03,,0.0
2260,53.0,0.0,北京,2020-02-19 06:11:09,,0.0
2261,43.0,0.0,广东省,2020-02-19 06:11:03,,0.0
2262,85.0,85.0,广东省,2020-02-19 06:11:03,2020-02-19 06:11:20,0.0
2263,53.0,53.0,北京,2020-02-19 06:10:30,2020-02-19 06:10:34,0.0
2264,21.0,21.0,黑龙江省,2020-02-19 05:57:19,2020-02-19 05:57:25,0.0
2265,37.0,0.0,山东省,2020-02-19 05:53:31,2020-02-19 05:55:07,37.0
2266,69.0,69.0,上海,2020-02-19 05:44:33,2020-02-19 05:44:41,0.0
2267,69.0,69.0,天津,2020-02-19 05:37:11,2020-02-19 07:31:57,0.0
2268,112.0,112.0,北京,2020-02-19 05:22:48,2020-02-19 05:22:50,0.0
2269,128.0,128.0,北京,2020-02-19 05:17:20,2020-02-19 05:17:32,0.0
2270,21.0,0.0,辽宁省,2020-02-19 05:14:53,,0.0
2271,37.0,37.0,河南省,2020-02-19 05:07:52,2020-02-19 05:08:04,0.0
2272,37.0,37.0,江西省,2020-02-19 05:01:38,2020-02-19 05:01:43,0.0
2273,37.0,37.0,北京,2020-02-19 04:58:18,2020-02-19 04:58:24,0.0
2274,37.0,37.0,北京,2020-02-19 04:57:42,2020-02-19 04:57:48,0.0
2275,123.0,123.0,上海,2020-02-19 04:46:01,2020-02-19 04:46:05,0.0
2276,53.0,53.0,广东省,2020-02-19 04:16:28,2020-02-19 04:16:34,0.0
2277,37.0,37.0,山西省,2020-02-19 04:07:05,2020-02-19 04:07:15,0.0
2278,85.0,85.0,上海,2020-02-19 03:57:17,2020-02-19 04:22:59,0.0
2279,53.0,53.0,北京,2020-02-19 03:54:39,2020-02-19 03:54:44,0.0
2280,53.0,0.0,北京,2020-02-19 03:53:07,,0.0
2281,155.0,155.0,四川省,2020-02-19 03:47:46,2020-02-19 03:48:09,0.0
2282,37.0,33.0,云南省,2020-02-19 03:44:29,2020-02-19 03:44:37,4.0
2283,85.0,5.0,四川省,2020-02-19 03:29:05,2020-02-19 03:29:18,80.0
2284,75.0,75.0,云南省,2020-02-19 03:26:23,2020-02-19 03:26:45,0.0
2285,241.0,0.0,江苏省,2020-02-19 03:22:55,2020-02-19 03:23:05,241.0
2286,291.0,291.0,浙江省,2020-02-19 03:17:26,2020-02-19 03:17:46,0.0
2287,81.0,81.0,湖南省,2020-02-19 03:10:36,2020-02-19 03:10:44,0.0
2288,160.0,160.0,天津,2020-02-19 03:08:51,2020-02-19 03:08:59,0.0
2289,1920.0,1920.0,陕西省,2020-02-19 03:03:57,2020-02-19 03:04:14,0.0
2290,37.0,37.0,四川省,2020-02-19 02:47:54,2020-02-19 02:48:05,0.0
2291,114.0,0.0,辽宁省,2020-02-19 02:38:51,2020-02-19 02:39:01,114.0
2292,43.0,43.0,四川省,2020-02-19 02:36:46,2020-02-19 03:24:49,0.0
2293,69.0,69.0,浙江省,2020-02-19 02:31:55,2020-02-19 02:32:01,0.0
2294,107.0,107.0,甘肃省,2020-02-19 02:31:01,2020-02-19 02:31:07,0.0
2295,37.0,37.0,河北省,2020-02-19 02:30:51,2020-02-19 02:30:56,0.0
2296,101.0,0.0,河南省,2020-02-19 02:21:07,,0.0
2297,37.0,37.0,黑龙江省,2020-02-19 02:19:22,2020-02-19 02:19:33,0.0
2298,81.0,81.0,北京,2020-02-19 02:18:15,2020-02-19 02:18:23,0.0
2299,123.0,123.0,北京,2020-02-19 02:17:44,2020-02-19 02:17:51,0.0
2300,53.0,0.0,重庆,2020-02-19 02:11:26,2020-02-19 02:11:35,53.0
2301,37.0,37.0,山东省,2020-02-19 02:10:28,2020-02-19 02:10:34,0.0
2302,75.0,5.0,江苏省,2020-02-19 02:09:28,2020-02-19 02:09:42,70.0
2303,123.0,0.0,陕西省,2020-02-19 02:05:10,,0.0
2304,21.0,0.0,北京,2020-02-19 02:02:55,2020-02-19 02:03:02,21.0
2305,101.0,0.0,天津,2020-02-19 02:02:23,,0.0
2306,37.0,0.0,天津,2020-02-19 01:55:52,,0.0
2307,114.0,114.0,北京,2020-02-19 01:50:13,2020-02-19 01:50:19,0.0
2308,53.0,0.0,广西壮族自治区,2020-02-19 01:46:54,2020-02-19 01:46:59,53.0
2309,85.0,85.0,上海,2020-02-19 01:41:14,2020-02-19 01:41:18,0.0
2310,69.0,0.0,广东省,2020-02-19 01:35:13,,0.0
2311,37.0,0.0,广东省,2020-02-19 01:33:26,,0.0
2312,37.0,0.0,广西壮族自治区,2020-02-19 01:31:58,2020-02-19 01:32:01,37.0
2313,53.0,53.0,广东省,2020-02-19 01:29:54,2020-02-19 01:30:01,0.0
2314,53.0,0.0,广东省,2020-02-19 01:29:24,,0.0
2315,21.0,0.0,广西壮族自治区,2020-02-19 01:24:26,2020-02-19 01:24:29,21.0
2316,43.0,43.0,河南省,2020-02-19 01:23:28,2020-02-19 01:23:41,0.0
2317,160.0,0.0,吉林省,2020-02-19 01:16:04,2020-02-19 01:16:15,160.0
2318,274.0,274.0,天津,2020-02-19 01:16:02,2020-02-19 01:16:17,0.0
2319,85.0,85.0,山东省,2020-02-19 01:15:56,2020-02-19 01:16:01,0.0
2320,53.0,53.0,北京,2020-02-19 01:14:51,2020-02-19 01:14:55,0.0
2321,114.0,0.0,天津,2020-02-19 01:14:01,,0.0
2322,37.0,37.0,广西壮族自治区,2020-02-19 01:12:42,2020-02-19 01:12:51,0.0
2323,113.0,113.0,四川省,2020-02-19 01:06:44,2020-02-19 01:06:55,0.0
2324,21.0,0.0,广东省,2020-02-19 01:06:06,,0.0
2325,237.0,237.0,北京,2020-02-19 01:03:00,2020-02-19 01:03:07,0.0
2326,37.0,37.0,广东省,2020-02-19 01:01:31,2020-02-19 01:01:35,0.0
2327,37.0,37.0,广东省,2020-02-19 01:01:22,2020-02-19 01:01:38,0.0
2328,101.0,101.0,北京,2020-02-19 00:59:08,2020-02-19 00:59:18,0.0
2329,69.0,69.0,北京,2020-02-19 00:57:22,2020-02-19 00:57:26,0.0
2330,69.0,69.0,辽宁省,2020-02-19 00:55:15,2020-02-19 00:55:18,0.0
2331,21.0,21.0,广东省,2020-02-19 00:55:10,2020-02-19 00:55:15,0.0
2332,21.0,21.0,上海,2020-02-19 00:52:27,2020-02-19 00:52:33,0.0
2333,37.0,0.0,广西壮族自治区,2020-02-19 00:52:18,,0.0
2334,37.0,37.0,重庆,2020-02-19 00:51:05,2020-02-19 00:51:11,0.0
2335,37.0,37.0,北京,2020-02-19 00:48:34,2020-02-19 00:48:43,0.0
2336,21.0,21.0,辽宁省,2020-02-19 00:47:26,2020-02-19 00:47:38,0.0
2337,37.0,0.0,天津,2020-02-19 00:46:31,,0.0
2338,101.0,0.0,广东省,2020-02-19 00:41:31,,0.0
2339,48.0,5.0,江苏省,2020-02-19 00:40:06,2020-02-19 00:40:25,43.0
2340,213.0,0.0,四川省,2020-02-19 00:36:48,,0.0
2341,37.0,0.0,江苏省,2020-02-19 00:35:01,2020-02-19 00:35:12,37.0
2342,69.0,0.0,吉林省,2020-02-19 00:33:06,,0.0
2343,112.0,112.0,上海,2020-02-19 00:33:04,2020-02-19 00:33:12,0.0
2344,37.0,37.0,上海,2020-02-19 00:30:23,2020-02-19 00:30:27,0.0
2345,48.0,0.0,广东省,2020-02-19 00:29:57,,0.0
2346,85.0,0.0,山西省,2020-02-19 00:25:38,2020-02-19 00:26:05,85.0
2347,160.0,0.0,上海,2020-02-19 00:25:28,2020-02-19 00:25:41,160.0
2348,96.0,96.0,北京,2020-02-19 00:23:40,2020-02-19 00:23:47,0.0
2349,53.0,53.0,四川省,2020-02-19 00:23:28,2020-02-19 00:23:43,0.0
2350,235.0,235.0,北京,2020-02-19 00:22:22,2020-02-19 00:22:28,0.0
2351,21.0,21.0,浙江省,2020-02-19 00:21:54,2020-02-19 00:21:57,0.0
2352,21.0,21.0,福建省,2020-02-19 00:21:16,2020-02-19 00:21:38,0.0
2353,53.0,53.0,山东省,2020-02-19 00:21:10,2020-02-19 00:21:15,0.0
2354,160.0,0.0,浙江省,2020-02-19 00:20:13,2020-02-19 00:20:19,160.0
2355,85.0,21.0,上海,2020-02-19 00:19:08,2020-02-19 00:19:15,64.0
2356,205.0,205.0,广东省,2020-02-19 00:18:10,2020-02-19 00:18:19,0.0
2357,300.0,268.0,四川省,2020-02-19 00:17:31,2020-02-19 00:17:39,32.0
2358,37.0,37.0,江苏省,2020-02-19 00:14:38,2020-02-19 00:15:54,0.0
2359,320.0,320.0,山西省,2020-02-19 00:14:37,2020-02-19 00:14:40,0.0
2360,37.0,0.0,贵州省,2020-02-19 00:13:40,2020-02-19 00:13:44,37.0
2361,101.0,0.0,广东省,2020-02-19 00:12:03,,0.0
2362,69.0,69.0,云南省,2020-02-19 00:10:00,2020-02-19 00:13:04,0.0
2363,53.0,53.0,陕西省,2020-02-19 00:08:44,2020-02-19 00:08:48,0.0
2364,53.0,0.0,内蒙古自治区,2020-02-19 00:07:20,2020-02-19 00:07:24,53.0
2365,43.0,43.0,江苏省,2020-02-19 00:07:12,2020-02-19 00:07:21,0.0
2366,85.0,0.0,广东省,2020-02-19 00:07:10,,0.0
2367,198.0,198.0,福建省,2020-02-19 00:05:52,2020-02-19 00:06:00,0.0
2368,128.0,128.0,辽宁省,2020-02-19 00:05:42,2020-02-19 00:05:49,0.0
2369,37.0,37.0,广东省,2020-02-19 00:04:53,2020-02-19 11:22:05,0.0
2370,114.0,114.0,北京,2020-02-19 00:04:28,2020-02-19 00:04:59,0.0
2371,69.0,69.0,河北省,2020-02-19 00:01:44,2020-02-19 00:01:57,0.0
2372,69.0,0.0,广东省,2020-02-18 23:57:58,2020-02-18 23:58:04,69.0
2373,37.0,37.0,福建省,2020-02-18 23:55:18,2020-02-18 23:55:22,0.0
2374,85.0,85.0,广东省,2020-02-18 23:51:31,2020-02-18 23:51:37,0.0
2375,37.0,37.0,上海,2020-02-18 23:49:45,2020-02-18 23:50:11,0.0
2376,21.0,21.0,湖南省,2020-02-18 23:49:40,2020-02-18 23:49:56,0.0
2377,53.0,0.0,北京,2020-02-18 23:49:03,,0.0
2378,69.0,69.0,贵州省,2020-02-18 23:48:17,2020-02-18 23:48:25,0.0
2379,85.0,0.0,广东省,2020-02-18 23:47:59,,0.0
2380,80.0,80.0,山东省,2020-02-18 23:47:54,2020-02-18 23:48:14,0.0
2381,37.0,37.0,广东省,2020-02-18 23:47:20,2020-02-18 23:47:25,0.0
2382,37.0,0.0,广东省,2020-02-18 23:46:22,,0.0
2383,37.0,0.0,江西省,2020-02-18 23:44:30,,0.0
2384,75.0,75.0,北京,2020-02-18 23:44:21,2020-02-18 23:44:25,0.0
2385,69.0,0.0,辽宁省,2020-02-18 23:43:36,,0.0
2386,112.0,112.0,广东省,2020-02-18 23:42:27,2020-02-18 23:42:31,0.0
2387,69.0,69.0,江西省,2020-02-18 23:42:24,2020-02-18 23:42:39,0.0
2388,37.0,37.0,天津,2020-02-18 23:42:24,2020-02-18 23:42:29,0.0
2389,37.0,37.0,江苏省,2020-02-18 23:42:01,2020-02-18 23:42:34,0.0
2390,69.0,0.0,浙江省,2020-02-18 23:41:47,,0.0
2391,37.0,0.0,四川省,2020-02-18 23:38:38,2020-02-18 23:38:48,37.0
2392,53.0,53.0,北京,2020-02-18 23:37:29,2020-02-18 23:37:39,0.0
2393,43.0,43.0,陕西省,2020-02-18 23:36:55,2020-02-18 23:37:02,0.0
2394,53.0,53.0,上海,2020-02-18 23:36:22,2020-02-18 23:36:30,0.0
2395,80.0,80.0,上海,2020-02-18 23:35:05,2020-02-18 23:37:13,0.0
2396,800.0,800.0,天津,2020-02-18 23:34:29,2020-02-18 23:34:32,0.0
2397,53.0,0.0,湖南省,2020-02-18 23:31:02,,0.0
2398,21.0,0.0,辽宁省,2020-02-18 23:30:47,2020-02-18 23:30:50,21.0
2399,21.0,21.0,北京,2020-02-18 23:29:48,2020-02-18 23:30:24,0.0
2400,59.0,0.0,广东省,2020-02-18 23:29:32,2020-02-18 23:29:36,59.0
2401,133.0,133.0,上海,2020-02-18 23:28:45,2020-02-18 23:28:59,0.0
2402,193.0,0.0,广东省,2020-02-18 23:28:40,2020-02-18 23:28:53,193.0
2403,21.0,0.0,天津,2020-02-18 23:28:29,2020-02-18 23:28:38,21.0
2404,37.0,37.0,广东省,2020-02-18 23:28:21,2020-02-18 23:28:37,0.0
2405,37.0,0.0,广东省,2020-02-18 23:28:02,,0.0
2406,21.0,0.0,广东省,2020-02-18 23:26:51,,0.0
2407,160.0,160.0,辽宁省,2020-02-18 23:25:38,2020-02-18 23:25:47,0.0
2408,37.0,0.0,广东省,2020-02-18 23:25:38,,0.0
2409,228.0,0.0,河北省,2020-02-18 23:25:22,,0.0
2410,101.0,101.0,云南省,2020-02-18 23:24:32,2020-02-18 23:24:40,0.0
2411,21.0,0.0,广东省,2020-02-18 23:24:25,,0.0
2412,43.0,43.0,上海,2020-02-18 23:23:14,2020-02-18 23:23:28,0.0
2413,21.0,0.0,吉林省,2020-02-18 23:20:44,,0.0
2414,37.0,37.0,河北省,2020-02-18 23:20:06,2020-02-18 23:20:18,0.0
2415,43.0,0.0,河北省,2020-02-18 23:19:44,,0.0
2416,190.0,0.0,河北省,2020-02-18 23:18:39,,0.0
2417,167.0,167.0,江苏省,2020-02-18 23:15:24,2020-02-18 23:15:31,0.0
2418,69.0,5.0,广东省,2020-02-18 23:14:49,2020-02-18 23:14:59,64.0
2419,97.0,97.0,山东省,2020-02-18 23:13:55,2020-02-18 23:14:02,0.0
2420,53.0,0.0,重庆,2020-02-18 23:13:51,,0.0
2421,97.0,0.0,山东省,2020-02-18 23:13:06,,0.0
2422,59.0,0.0,山东省,2020-02-18 23:12:04,,0.0
2423,43.0,43.0,福建省,2020-02-18 23:11:51,2020-02-18 23:12:05,0.0
2424,59.0,5.0,山东省,2020-02-18 23:09:50,2020-02-18 23:09:57,54.0
2425,113.0,0.0,广东省,2020-02-18 23:09:44,2020-02-18 23:28:04,113.0
2426,53.0,0.0,福建省,2020-02-18 23:09:17,2020-02-18 23:09:20,53.0
2427,97.0,0.0,上海,2020-02-18 23:06:22,,0.0
2428,37.0,0.0,黑龙江省,2020-02-18 23:04:19,2020-02-18 23:04:51,37.0
2429,21.0,21.0,陕西省,2020-02-18 23:04:03,2020-02-18 23:05:06,0.0
2430,21.0,21.0,上海,2020-02-18 23:01:12,2020-02-18 23:04:36,0.0
2431,53.0,0.0,湖南省,2020-02-18 22:59:34,2020-02-18 22:59:43,53.0
2432,101.0,0.0,广东省,2020-02-18 22:59:33,,0.0
2433,102.0,102.0,上海,2020-02-18 22:59:17,2020-02-18 23:14:11,0.0
2434,21.0,21.0,湖南省,2020-02-18 22:57:51,2020-02-18 22:57:59,0.0
2435,43.0,0.0,上海,2020-02-18 22:54:31,,0.0
2436,165.0,0.0,江苏省,2020-02-18 22:52:56,2020-02-18 22:53:06,165.0
2437,69.0,69.0,湖南省,2020-02-18 22:52:43,2020-02-18 22:52:49,0.0
2438,37.0,37.0,湖南省,2020-02-18 22:51:20,2020-02-18 22:51:35,0.0
2439,81.0,0.0,上海,2020-02-18 22:50:30,,0.0
2440,53.0,0.0,上海,2020-02-18 22:49:56,,0.0
2441,21.0,0.0,广东省,2020-02-18 22:49:52,,0.0
2442,337.0,337.0,浙江省,2020-02-18 22:49:47,2020-02-18 22:49:51,0.0
2443,37.0,37.0,四川省,2020-02-18 22:48:59,2020-02-18 22:49:03,0.0
2444,2670.0,2670.0,陕西省,2020-02-18 22:48:52,2020-02-18 22:49:27,0.0
2445,85.0,85.0,北京,2020-02-18 22:47:23,2020-02-18 22:47:36,0.0
2446,43.0,0.0,江西省,2020-02-18 22:47:08,,0.0
2447,21.0,0.0,湖南省,2020-02-18 22:46:58,,0.0
2448,145.0,145.0,重庆,2020-02-18 22:46:41,2020-02-18 22:46:46,0.0
2449,53.0,0.0,吉林省,2020-02-18 22:46:00,2020-02-18 22:46:18,53.0
2450,199.0,199.0,云南省,2020-02-18 22:44:53,2020-02-18 22:45:38,0.0
2451,128.0,128.0,四川省,2020-02-18 22:41:45,2020-02-18 22:41:51,0.0
2452,69.0,69.0,四川省,2020-02-18 22:41:15,2020-02-18 22:41:21,0.0
2453,128.0,128.0,四川省,2020-02-18 22:40:50,2020-02-18 22:41:08,0.0
2454,128.0,128.0,四川省,2020-02-18 22:39:49,2020-02-18 22:39:55,0.0
2455,85.0,85.0,四川省,2020-02-18 22:38:28,2020-02-18 22:38:34,0.0
2456,81.0,81.0,上海,2020-02-18 22:38:10,2020-02-18 22:38:20,0.0
2457,53.0,53.0,黑龙江省,2020-02-18 22:37:36,2020-02-18 22:37:51,0.0
2458,312.0,312.0,江苏省,2020-02-18 22:37:23,2020-02-18 22:37:27,0.0
2459,53.0,53.0,江苏省,2020-02-18 22:36:24,2020-02-18 22:36:33,0.0
2460,380.0,380.0,上海,2020-02-18 22:36:17,2020-02-18 22:36:22,0.0
2461,43.0,0.0,广东省,2020-02-18 22:34:55,,0.0
2462,160.0,160.0,广东省,2020-02-18 22:32:26,2020-02-18 22:32:32,0.0
2463,37.0,0.0,陕西省,2020-02-18 22:32:14,2020-02-18 22:32:24,37.0
2464,400.0,0.0,上海,2020-02-18 22:32:06,2020-02-18 22:32:12,400.0
2465,151.0,0.0,北京,2020-02-18 22:31:54,,0.0
2466,85.0,85.0,北京,2020-02-18 22:30:22,2020-02-18 22:30:29,0.0
2467,85.0,85.0,北京,2020-02-18 22:28:17,2020-02-18 22:28:23,0.0
2468,21.0,21.0,北京,2020-02-18 22:28:04,2020-02-18 22:28:19,0.0
2469,37.0,37.0,重庆,2020-02-18 22:27:52,2020-02-18 22:27:58,0.0
2470,69.0,0.0,上海,2020-02-18 22:26:21,,0.0
2471,43.0,0.0,安徽省,2020-02-18 22:26:09,,0.0
2472,53.0,53.0,上海,2020-02-18 22:25:44,2020-02-18 22:26:02,0.0
2473,69.0,0.0,陕西省,2020-02-18 22:25:21,,0.0
2474,160.0,160.0,上海,2020-02-18 22:24:05,2020-02-18 22:24:08,0.0
2475,69.0,69.0,北京,2020-02-18 22:23:36,2020-02-18 22:24:03,0.0
2476,37.0,0.0,吉林省,2020-02-18 22:21:54,,0.0
2477,37.0,0.0,广东省,2020-02-18 22:21:48,2020-02-18 22:29:25,37.0
2478,21.0,21.0,辽宁省,2020-02-18 22:19:47,2020-02-18 22:19:53,0.0
2479,37.0,37.0,上海,2020-02-18 22:19:34,2020-02-18 22:19:42,0.0
2480,21.0,21.0,江苏省,2020-02-18 22:19:21,2020-02-18 22:19:30,0.0
2481,98.0,98.0,上海,2020-02-18 22:18:24,2020-02-18 22:18:29,0.0
2482,129.0,129.0,浙江省,2020-02-18 22:17:38,2020-02-18 22:17:41,0.0
2483,43.0,0.0,广东省,2020-02-18 22:17:30,,0.0
2484,37.0,0.0,陕西省,2020-02-18 22:15:35,2020-02-18 22:15:40,37.0
2485,37.0,0.0,云南省,2020-02-18 22:15:06,,0.0
2486,53.0,53.0,天津,2020-02-18 22:13:38,2020-02-18 22:13:51,0.0
2487,43.0,43.0,河北省,2020-02-18 22:12:10,2020-02-18 22:12:13,0.0
2488,37.0,37.0,浙江省,2020-02-18 22:10:59,2020-02-18 22:11:04,0.0
2489,69.0,0.0,山东省,2020-02-18 22:10:04,,0.0
2490,59.0,0.0,天津,2020-02-18 22:08:26,2020-02-18 22:08:29,59.0
2491,21.0,21.0,广东省,2020-02-18 22:07:32,2020-02-18 22:07:37,0.0
2492,37.0,37.0,浙江省,2020-02-18 22:07:24,2020-02-18 22:07:37,0.0
2493,81.0,0.0,上海,2020-02-18 22:07:03,,0.0
2494,37.0,37.0,上海,2020-02-18 22:06:15,2020-02-18 22:07:32,0.0
