InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
550957,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-04-21 16:37:00,0.85,18283.0,United Kingdom
574555,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,5,2011-11-04 15:29:00,0.29,16426.0,United Kingdom
574679,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-11-06 12:38:00,1.25,12645.0,Germany
581003,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,2011-12-07 08:38:00,1.45,14911.0,EIRE
577252,22563,HAPPY STENCIL CRAFT,1,2011-11-18 12:22:00,1.25,18034.0,United Kingdom
578347,85114A,BLACK ENCHANTED FOREST PLACEMAT,3,2011-11-24 09:26:00,3.29,,United Kingdom
544893,22998,TRAVEL CARD WALLET KEEP CALM,48,2011-02-24 12:01:00,0.42,17865.0,United Kingdom
538153,37340,MULTICOLOUR SPRING FLOWER MUG,1,2010-12-09 16:31:00,8.47,,United Kingdom
545235,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-03-01 10:31:00,0.55,12683.0,France
557120,23169,CLASSIC GLASS COOKIE JAR,6,2011-06-16 17:12:00,4.15,15669.0,United Kingdom
548384,20725,LUNCH BAG RED RETROSPOT,1,2011-03-30 16:47:00,1.65,,United Kingdom
567374,23247,BISCUIT TIN 50'S CHRISTMAS,24,2011-09-20 09:40:00,2.89,15341.0,United Kingdom
563231,22768,FAMILY PHOTO FRAME CORNICE,1,2011-08-14 15:42:00,9.95,14658.0,United Kingdom
569546,23465,TUSCAN VILLA FEEDING STATION,1,2011-10-04 16:39:00,8.25,15276.0,United Kingdom
552277,22606,WOODEN SKITTLES GARDEN SET,1,2011-05-08 12:34:00,15.95,13642.0,United Kingdom
581141,84826,ASSTD DESIGN 3D PAPER STICKERS,60,2011-12-07 13:35:00,0.19,14132.0,United Kingdom
549014,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2011-04-05 15:00:00,1.25,17841.0,United Kingdom
573027,21155,RED RETROSPOT PEG BAG,6,2011-10-27 13:26:00,2.55,18225.0,United Kingdom
559337,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2011-07-07 16:27:00,16.63,,United Kingdom
569007,21912,VINTAGE SNAKES & LADDERS,4,2011-09-29 18:51:00,3.75,17552.0,United Kingdom
568193,23241,TREASURE TIN GYMKHANA DESIGN,2,2011-09-25 14:37:00,2.08,17107.0,United Kingdom
548317,84461,12 PINK HEN+CHICKS IN BASKET,6,2011-03-30 12:43:00,2.55,18179.0,United Kingdom
581219,21506,"FANCY FONT BIRTHDAY CARD, ",3,2011-12-08 09:28:00,0.83,,United Kingdom
543237,22549,PICTURE DOMINOES,1,2011-02-04 13:39:00,2.46,,United Kingdom
549023,22584,PACK OF 6 PANNETONE GIFT BOXES,3,2011-04-05 16:27:00,4.96,,United Kingdom
572078,23491,VINTAGE JINGLE BELLS HEART,2,2011-10-20 14:10:00,8.25,15807.0,United Kingdom
550521,22386,JUMBO BAG PINK POLKADOT,10,2011-04-19 09:49:00,2.08,13647.0,United Kingdom
581433,22405,MONEY BOX POCKET MONEY DESIGN,12,2011-12-08 15:54:00,0.39,14911.0,EIRE
540550,21879,HEARTS GIFT TAPE,12,2011-01-10 09:11:00,0.65,12539.0,Spain
560557,22101,MIRROR MOSAIC VOTIVE HOLDER,6,2011-07-19 13:05:00,2.1,18101.0,United Kingdom
552232,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,20,2011-05-06 15:54:00,3.29,,United Kingdom
552493,21289,LARGE STRIPES CHOCOLATE GIFT BAG,1,2011-05-09 16:21:00,1.25,,United Kingdom
548162,22083,PAPER CHAIN KIT RETROSPOT,1,2011-03-29 13:42:00,6.63,,United Kingdom
543802,84050,PINK HEART SHAPE EGG FRYING PAN,4,2011-02-13 12:03:00,1.65,13742.0,United Kingdom
552857,22740,POLKADOT PEN,1,2011-05-11 15:34:00,1.63,,United Kingdom
537065,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,2010-12-05 11:57:00,3.75,12567.0,France
563355,23245,SET OF 3 REGENCY CAKE TINS,4,2011-08-15 14:39:00,4.95,14156.0,EIRE
564438,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-08-25 12:11:00,2.08,16628.0,United Kingdom
550500,21507,"ELEPHANT, BIRTHDAY CARD, ",1,2011-04-18 15:26:00,0.83,,United Kingdom
551292,23206,LUNCH BAG APPLE DESIGN,20,2011-04-27 14:27:00,1.45,14298.0,United Kingdom
567062,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,2011-09-16 11:48:00,1.25,16108.0,United Kingdom
548404,22776,SWEETHEART CAKESTAND 3 TIER,1,2011-03-31 09:38:00,9.95,16398.0,United Kingdom
544071,21500,PINK POLKADOT WRAP ,25,2011-02-15 14:30:00,0.42,16317.0,United Kingdom
566596,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,4,2011-09-13 15:18:00,3.29,14163.0,United Kingdom
553351,21931,JUMBO STORAGE BAG SUKI,2,2011-05-16 13:35:00,2.08,18118.0,United Kingdom
572758,21014,SWISS CHALET TREE DECORATION ,3,2011-10-25 18:39:00,0.83,,United Kingdom
572733,82616B,FRAPPUCINO SCARF KNITTING KIT,48,2011-10-25 15:27:00,1.25,18079.0,United Kingdom
569651,22738,RIBBON REEL SNOWY VILLAGE,5,2011-10-05 12:49:00,1.65,14534.0,United Kingdom
538349,20723,STRAWBERRY CHARLOTTE BAG,1,2010-12-10 14:59:00,1.66,,United Kingdom
570690,84991,60 TEATIME FAIRY CAKE CASES,5,2011-10-11 16:37:00,1.25,,United Kingdom
568423,47590A,BLUE HAPPY BIRTHDAY BUNTING,10,2011-09-27 11:24:00,5.45,17061.0,United Kingdom
557962,23035,DRAWER KNOB CERAMIC IVORY,96,2011-06-24 09:22:00,1.25,13709.0,United Kingdom
552265,22745,POPPY'S PLAYHOUSE BEDROOM ,2,2011-05-08 11:41:00,2.1,14161.0,United Kingdom
554270,21756,BATH BUILDING BLOCK WORD,2,2011-05-23 13:05:00,5.95,15046.0,United Kingdom
544305,22423,REGENCY CAKESTAND 3 TIER,3,2011-02-17 13:54:00,12.75,15044.0,United Kingdom
550201,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-04-15 10:25:00,1.65,12769.0,Brazil
541648,21205,MULTICOLOUR 3D BALLS GARLAND,1,2011-01-20 11:15:00,2.55,17811.0,United Kingdom
546136,22087,PAPER BUNTING WHITE LACE,2,2011-03-09 16:32:00,5.79,,United Kingdom
545156,20675,BLUE POLKADOT BOWL,16,2011-02-28 13:27:00,1.25,13509.0,United Kingdom
574287,22222,CAKE PLATE LOVEBIRD WHITE,1,2011-11-03 15:09:00,4.95,14723.0,United Kingdom
551454,78027,,-3,2011-04-28 16:02:00,0.0,,United Kingdom
567821,20725,LUNCH BAG RED RETROSPOT,5,2011-09-22 12:45:00,1.65,14659.0,United Kingdom
549997,22698,PINK REGENCY TEACUP AND SAUCER,24,2011-04-14 08:46:00,2.55,15189.0,United Kingdom
577358,21385,IVORY HANGING DECORATION  HEART,1,2011-11-18 15:59:00,1.63,,United Kingdom
572758,21174,POTTERING IN THE SHED METAL SIGN,1,2011-10-25 18:39:00,4.13,,United Kingdom
541827,85059,FRENCH ENAMEL WATER BASIN,10,2011-01-21 17:05:00,3.29,,United Kingdom
564974,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,2,2011-08-31 15:32:00,1.25,,United Kingdom
548712,85202,HANGING WOOD AND FELT HEART,16,2011-04-03 14:42:00,0.42,17050.0,United Kingdom
567823,22998,TRAVEL CARD WALLET KEEP CALM,48,2011-09-22 12:55:00,0.42,12910.0,United Kingdom
574714,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2011-11-06 14:29:00,1.45,15427.0,United Kingdom
580501,23103,JINGLE BELL HEART DECORATION,4,2011-12-04 13:00:00,1.65,14546.0,United Kingdom
560845,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-07-21 12:29:00,2.95,15570.0,United Kingdom
546861,21439,BASKET OF TOADSTOOLS,12,2011-03-17 15:03:00,1.25,14911.0,EIRE
550512,21380,WOODEN HAPPY BIRTHDAY GARLAND,2,2011-04-18 16:31:00,2.95,18069.0,United Kingdom
569493,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-10-04 13:35:00,1.95,13317.0,United Kingdom
540183,22030,SWALLOWS GREETING CARD,12,2011-01-05 13:37:00,0.42,15093.0,United Kingdom
576837,22952,60 CAKE CASES VINTAGE CHRISTMAS,7,2011-11-16 15:16:00,1.25,,United Kingdom
546306,22178,VICTORIAN GLASS HANGING T-LIGHT,7,2011-03-10 16:16:00,2.46,,United Kingdom
555923,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-06-07 17:09:00,2.46,,United Kingdom
574432,22489,PACK OF 12 TRADITIONAL CRAYONS,2,2011-11-04 11:27:00,0.42,,United Kingdom
579258,16008,SMALL FOLDING SCISSOR(POINTED EDGE),24,2011-11-29 08:21:00,0.12,15148.0,United Kingdom
553385,23004,TRAVEL CARD WALLET PANTRY,5,2011-05-16 15:53:00,0.42,16710.0,United Kingdom
570498,23220,REINDEER HEART DECORATION GOLD,12,2011-10-11 09:10:00,0.83,16136.0,United Kingdom
536395,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-01 10:47:00,0.55,13767.0,United Kingdom
578233,20973,12 PENCIL SMALL TUBE WOODLAND,12,2011-11-23 12:20:00,0.65,14049.0,United Kingdom
544195,85061W,WHITE JEWELLED HEART DECORATION,24,2011-02-17 08:58:00,0.85,13305.0,United Kingdom
555257,90209B,GREEN ENAMEL+GLASS HAIR COMB,2,2011-06-01 15:28:00,2.1,17596.0,United Kingdom
568780,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-09-29 08:27:00,1.25,18235.0,United Kingdom
556415,48184,DOORMAT ENGLISH ROSE ,20,2011-06-10 12:19:00,6.75,12409.0,Switzerland
555407,21385,IVORY HANGING DECORATION  HEART,24,2011-06-03 07:48:00,0.85,12775.0,Netherlands
577597,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-11-21 08:19:00,2.95,16366.0,United Kingdom
580669,23681,LUNCH BAG RED VINTAGE DOILY,30,2011-12-05 14:25:00,1.65,15159.0,United Kingdom
574063,22233,JIGSAW RABBIT AND BIRDHOUSE,1,2011-11-02 14:31:00,0.59,13271.0,United Kingdom
548796,21930,JUMBO STORAGE BAG SKULLS,5,2011-04-04 12:42:00,2.08,15752.0,United Kingdom
548952,22563,HAPPY STENCIL CRAFT,4,2011-04-05 10:46:00,1.25,15572.0,United Kingdom
576916,23333,IVORY WICKER HEART MEDIUM,12,2011-11-17 10:24:00,1.25,14655.0,United Kingdom
559518,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-07-08 16:11:00,6.25,,United Kingdom
564974,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-08-31 15:32:00,8.29,,United Kingdom
561534,23122,PARTY CHARMS 50 PIECES,12,2011-07-28 09:45:00,0.83,14307.0,United Kingdom
542928,21498,RED RETROSPOT WRAP ,25,2011-02-02 10:22:00,0.42,17863.0,United Kingdom
581439,90120C,GREEN MURANO TWIST BRACELET,1,2011-12-08 16:30:00,4.15,,United Kingdom
567929,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-09-22 17:31:00,4.95,12425.0,Portugal
580983,23296,SET OF 6 TEA TIME BAKING CASES,1,2011-12-06 16:26:00,3.29,,United Kingdom
560772,82581,TOILET METAL SIGN,1,2011-07-20 16:12:00,1.25,,United Kingdom
566060,22747,POPPY'S PLAYHOUSE BATHROOM,1,2011-09-08 15:27:00,4.13,,United Kingdom
551517,20726,LUNCH BAG WOODLAND,3,2011-05-01 11:14:00,1.65,16931.0,United Kingdom
549847,16236,KITTY PENCIL ERASERS,28,2011-04-12 14:43:00,0.21,15358.0,United Kingdom
564712,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-08-28 10:40:00,2.1,15611.0,United Kingdom
565396,22940,FELTCRAFT CHRISTMAS FAIRY,1,2011-09-02 16:39:00,8.29,,United Kingdom
551322,85099F,,101,2011-04-27 15:28:00,0.0,,United Kingdom
542648,22423,REGENCY CAKESTAND 3 TIER,2,2011-01-31 11:46:00,12.75,12476.0,Germany
574657,23340,VINTAGE CHRISTMAS CAKE FRILL,5,2011-11-06 11:43:00,1.65,13772.0,United Kingdom
577057,21931,JUMBO STORAGE BAG SUKI,1,2011-11-17 14:26:00,2.08,12748.0,United Kingdom
576589,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-15 14:29:00,2.95,17659.0,United Kingdom
561214,23202,JUMBO BAG VINTAGE LEAF,1,2011-07-25 17:00:00,4.13,,United Kingdom
581166,23494,VINTAGE DOILY DELUXE SEWING KIT ,1,2011-12-07 14:43:00,5.95,15525.0,United Kingdom
580163,23355,HOT WATER BOTTLE KEEP CALM,4,2011-12-02 11:12:00,4.95,12828.0,United Kingdom
565919,22680,FRENCH BLUE METAL DOOR SIGN 5,1,2011-09-07 16:48:00,2.46,,United Kingdom
538658,40016,CHINESE DRAGON PAPER LANTERNS,60,2010-12-13 15:34:00,0.42,17969.0,United Kingdom
537764,22386,JUMBO BAG PINK POLKADOT,1,2010-12-08 12:06:00,1.95,16893.0,United Kingdom
558382,20847,ZINC HEART LATTICE CHARGER LARGE,12,2011-06-28 17:28:00,3.75,17997.0,United Kingdom
576057,20725,LUNCH BAG RED RETROSPOT,3,2011-11-13 15:05:00,1.65,15861.0,United Kingdom
560567,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,5,2011-07-19 13:57:00,4.13,,United Kingdom
557626,23175,REGENCY MILK JUG PINK ,6,2011-06-21 14:29:00,3.25,14175.0,United Kingdom
579692,22998,TRAVEL CARD WALLET KEEP CALM,72,2011-11-30 14:05:00,0.42,12433.0,Norway
574173,35923,check,-42,2011-11-03 11:46:00,0.0,,United Kingdom
547398,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2,2011-03-22 16:55:00,10.79,,United Kingdom
577542,21615,4 LAVENDER BOTANICAL DINNER CANDLES,4,2011-11-20 14:33:00,1.25,13565.0,United Kingdom
543657,21888,BINGO SET,24,2011-02-11 10:38:00,3.75,15133.0,United Kingdom
580665,22698,PINK REGENCY TEACUP AND SAUCER,72,2011-12-05 14:06:00,2.55,16684.0,United Kingdom
575477,20972,PINK CREAM FELT CRAFT TRINKET BOX ,1,2011-11-09 16:14:00,2.46,,United Kingdom
540418,90214C,"LETTER ""C"" BLING KEY RING",1,2011-01-07 11:04:00,0.85,,United Kingdom
563952,23550,WRAP ALPHABET POSTER  ,25,2011-08-22 10:44:00,0.42,15572.0,United Kingdom
547510,22349,DOG BOWL CHASING BALL DESIGN,6,2011-03-23 13:42:00,3.75,15245.0,United Kingdom
572540,23201,JUMBO BAG ALPHABET,4,2011-10-24 16:17:00,4.13,,United Kingdom
557305,20978,36 PENCILS TUBE SKULLS,2,2011-06-19 14:42:00,1.25,13568.0,United Kingdom
558563,23298,SPOTTY BUNTING,3,2011-06-30 13:43:00,4.95,14561.0,United Kingdom
569212,22296,HEART IVORY TRELLIS LARGE,6,2011-10-02 12:05:00,1.65,15164.0,United Kingdom
540524,85066,CREAM SWEETHEART MINI CHEST,2,2011-01-09 12:53:00,12.75,16735.0,United Kingdom
539470,22891,TEA FOR ONE POLKADOT,1,2010-12-19 14:03:00,4.25,14472.0,United Kingdom
579175,22921,HERB MARKER CHIVES ,4,2011-11-28 14:39:00,0.65,14562.0,United Kingdom
561091,22378,WALL TIDY RETROSPOT ,1,2011-07-25 09:55:00,4.96,,United Kingdom
577078,23013,GLASS APOTHECARY BOTTLE TONIC,1,2011-11-17 15:17:00,8.29,,United Kingdom
565234,22553,PLASTERS IN TIN SKULLS,1,2011-09-02 09:38:00,3.29,,United Kingdom
556489,47480,HANGING PHOTO CLIP ROPE LADDER,2,2011-06-12 13:59:00,1.65,14704.0,United Kingdom
545835,22604,SET OF 4 NAPKIN CHARMS CUTLERY,2,2011-03-07 13:17:00,2.55,17654.0,United Kingdom
559052,22721,SET OF 3 CAKE TINS SKETCHBOOK,10,2011-07-05 16:53:00,4.13,,United Kingdom
566833,23238,SET OF 4 KNICK KNACK TINS LONDON ,6,2011-09-15 11:47:00,4.15,17865.0,United Kingdom
544778,21692,SILVER LATTICE VANILLA CANDLE POT,3,2011-02-23 12:03:00,3.75,14978.0,United Kingdom
575855,46000S,POLYESTER FILLER PAD 40x40cm,3,2011-11-11 12:24:00,1.45,14527.0,United Kingdom
568223,23319,BOX OF 6 MINI 50'S CRACKERS,18,2011-09-26 10:16:00,2.49,12412.0,Denmark
556685,84946,ANTIQUE SILVER T-LIGHT GLASS,24,2011-06-14 10:00:00,1.25,14503.0,United Kingdom
537237,22082,RIBBON REEL STRIPES DESIGN ,1,2010-12-06 09:58:00,3.36,,United Kingdom
543451,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-02-08 12:13:00,4.13,,United Kingdom
562960,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-08-11 10:22:00,1.95,14911.0,EIRE
569519,23427,STOOL HOME SWEET HOME ,1,2011-10-04 14:31:00,12.5,13792.0,United Kingdom
544214,22110,BIRD HOUSE HOT WATER BOTTLE,1,2011-02-17 11:19:00,7.46,,United Kingdom
574682,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-11-06 12:44:00,0.65,14963.0,United Kingdom
551849,22750,FELTCRAFT PRINCESS LOLA DOLL,4,2011-05-04 14:33:00,3.75,16258.0,United Kingdom
579167,23067,HANGING ENGRAVED METAL HEART,4,2011-11-28 14:06:00,4.15,16800.0,United Kingdom
561430,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-07-27 11:29:00,2.95,15172.0,United Kingdom
581217,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,2,2011-12-08 09:20:00,4.96,,United Kingdom
550290,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-04-15 14:45:00,1.25,15246.0,United Kingdom
578703,22185,SLATE TILE NATURAL HANGING,5,2011-11-25 11:02:00,1.65,17385.0,United Kingdom
580730,22989,SET 2 PANTRY DESIGN TEA TOWELS,2,2011-12-05 17:28:00,6.63,,United Kingdom
562854,84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,24,2011-08-10 10:15:00,1.27,16133.0,United Kingdom
541814,22659,LUNCH BOX I LOVE LONDON,64,2011-01-21 15:41:00,1.65,17306.0,United Kingdom
570509,22940,FELTCRAFT CHRISTMAS FAIRY,12,2011-10-11 10:16:00,4.25,13109.0,United Kingdom
577773,23360,SET 8 CANDLES VINTAGE DOILY,5,2011-11-21 15:57:00,1.95,16712.0,United Kingdom
538199,21466,RED FLOWER CROCHET FOOD COVER,1,2010-12-10 11:02:00,3.75,14082.0,United Kingdom
565289,23112,PARISIENNE CURIO CABINET,2,2011-09-02 11:43:00,7.5,14911.0,EIRE
570465,22464,HANGING METAL HEART LANTERN,1,2011-10-10 16:02:00,3.29,,United Kingdom
562275,23292,SPACEBOY CHILDRENS CUP,8,2011-08-04 10:04:00,1.25,12689.0,France
572741,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,2011-10-25 15:47:00,2.55,14341.0,United Kingdom
571428,22109,FULL ENGLISH BREAKFAST PLATE,8,2011-10-17 12:47:00,3.75,17534.0,United Kingdom
541135,22084,PAPER CHAIN KIT EMPIRE,12,2011-01-14 10:31:00,2.95,16233.0,United Kingdom
569697,22846,BREAD BIN DINER STYLE RED ,1,2011-10-05 15:38:00,16.95,17647.0,United Kingdom
580296,23345, DOLLY GIRL BEAKER,3,2011-12-02 13:49:00,1.25,13780.0,United Kingdom
580704,23494,VINTAGE DOILY DELUXE SEWING KIT ,40,2011-12-05 16:26:00,5.95,17404.0,Sweden
558116,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-06-27 09:11:00,3.75,,United Kingdom
538935,21231,SWEETHEART CERAMIC TRINKET BOX,12,2010-12-15 11:08:00,1.25,18168.0,United Kingdom
564301,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2011-08-24 11:54:00,2.95,14299.0,United Kingdom
554860,22470,HEART OF WICKER LARGE,12,2011-05-27 10:20:00,2.95,15249.0,United Kingdom
581439,35964,FOLKART CLIP ON STARS,1,2011-12-08 16:30:00,0.83,,United Kingdom
561197,22109,FULL ENGLISH BREAKFAST PLATE,4,2011-07-25 14:35:00,3.75,16364.0,United Kingdom
566408,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,2011-09-12 13:43:00,1.65,16984.0,United Kingdom
565408,22113,GREY HEART HOT WATER BOTTLE,1,2011-09-04 11:12:00,4.25,16813.0,United Kingdom
567280,21390,FILIGRIS HEART WITH BUTTERFLY,288,2011-09-19 11:46:00,1.06,14646.0,Netherlands
543660,22855,FINE WICKER HEART ,1,2011-02-11 10:40:00,2.46,,United Kingdom
571931,23200,JUMBO BAG PEARS,5,2011-10-19 16:59:00,2.08,,United Kingdom
571441,15056BL,EDWARDIAN PARASOL BLACK,1,2011-10-17 13:31:00,12.46,14096.0,United Kingdom
543530,22494,EMERGENCY FIRST AID TIN ,1,2011-02-09 12:46:00,2.46,,United Kingdom
561028,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-07-24 11:06:00,1.69,17769.0,United Kingdom
569866,20777,CHRYSANTHEMUM NOTEBOOK,2,2011-10-06 14:50:00,1.65,12757.0,Portugal
567161,20713,JUMBO BAG OWLS,100,2011-09-18 10:46:00,1.79,15947.0,United Kingdom
565766,22196,SMALL HEART MEASURING SPOONS,1,2011-09-06 14:23:00,0.85,17841.0,United Kingdom
546917,82011B,BATHROOM SCALES RUBBER DUCKS,2,2011-03-18 09:17:00,3.75,14911.0,EIRE
557019,23247,BISCUIT TIN 50'S CHRISTMAS,2,2011-06-16 12:45:00,2.89,15907.0,United Kingdom
581236,23320,GIANT 50'S CHRISTMAS CRACKER,12,2011-12-08 10:39:00,1.25,13468.0,United Kingdom
547073,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,2,2011-03-20 14:23:00,2.55,17211.0,United Kingdom
559297,23159,SET OF 5 PANCAKE DAY MAGNETS,6,2011-07-07 12:36:00,2.08,16743.0,United Kingdom
571662,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-10-18 12:54:00,4.95,14861.0,United Kingdom
570498,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,6,2011-10-11 09:10:00,7.95,16136.0,United Kingdom
572103,90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",1,2011-10-20 15:57:00,7.95,17571.0,United Kingdom
559693,23245,SET OF 3 REGENCY CAKE TINS,3,2011-07-11 16:21:00,10.79,,United Kingdom
538177,84030E,ENGLISH ROSE HOT WATER BOTTLE,3,2010-12-10 09:51:00,8.47,,United Kingdom
581405,23252,VINTAGE RED ENAMEL TRIM JUG ,1,2011-12-08 13:50:00,3.75,13521.0,United Kingdom
578781,16237,SLEEPING CAT ERASERS,2,2011-11-25 11:54:00,0.21,15872.0,United Kingdom
577609,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-11-21 09:51:00,2.95,12349.0,Italy
572703,22568,FELTCRAFT CUSHION OWL,1,2011-10-25 14:35:00,3.75,16110.0,United Kingdom
545025,21870,I CAN ONLY PLEASE ONE PERSON MUG,1,2011-02-25 14:40:00,3.29,,United Kingdom
540352,22317,FIVE CATS HANGING DECORATION,4,2011-01-06 14:27:00,2.51,,United Kingdom
579155,23301,GARDENERS KNEELING PAD KEEP CALM ,1,2011-11-28 13:37:00,1.65,18101.0,United Kingdom
570467,22708,WRAP DOLLY GIRL,25,2011-10-10 16:06:00,0.42,12607.0,USA
542103,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-01-25 13:26:00,1.25,13198.0,United Kingdom
562113,84580,MOUSE TOY WITH PINK T-SHIRT,1,2011-08-02 16:11:00,4.13,,United Kingdom
540373,21533,RETROSPOT LARGE MILK JUG,1,2011-01-06 17:10:00,4.95,13280.0,United Kingdom
553863,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3,2011-05-19 14:05:00,1.65,13418.0,United Kingdom
547029,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,3,2011-03-20 10:17:00,4.25,15465.0,United Kingdom
538079,22730,ALARM CLOCK BAKELIKE IVORY,4,2010-12-09 14:27:00,3.75,17671.0,United Kingdom
547095,22746,POPPY'S PLAYHOUSE LIVINGROOM ,6,2011-03-21 09:03:00,2.1,13018.0,United Kingdom
560566,23199,JUMBO BAG APPLES,10,2011-07-19 13:45:00,2.08,12662.0,Germany
547109,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,2011-03-21 11:46:00,1.65,12423.0,Belgium
537202,22075,6 RIBBONS ELEGANT CHRISTMAS ,1,2010-12-05 14:25:00,1.65,14506.0,United Kingdom
563953,20718,RED RETROSPOT SHOPPER BAG,10,2011-08-22 10:47:00,1.25,16201.0,United Kingdom
552816,22197,SMALL POPCORN HOLDER,4,2011-05-11 12:47:00,0.85,15521.0,United Kingdom
566448,21462,"NURSERY A,B,C PAINTED LETTERS",6,2011-09-12 16:06:00,6.75,14897.0,United Kingdom
562955,84987,SET OF 36 TEATIME PAPER DOILIES,1,2011-08-11 10:14:00,3.75,,United Kingdom
545227,22706,WRAP COWBOYS  ,25,2011-03-01 09:35:00,0.42,12428.0,Finland
562371,23296,SET OF 6 TEA TIME BAKING CASES,12,2011-08-04 14:30:00,1.25,13709.0,United Kingdom
543821,22282,12 EGG HOUSE PAINTED WOOD,2,2011-02-14 09:24:00,12.75,17667.0,United Kingdom
576837,22434,BALLOON PUMP WITH 10 BALLOONS,1,2011-11-16 15:16:00,4.13,,United Kingdom
543535,90198B,VINTAGE ROSE BEAD BRACELET BLACK,2,2011-02-09 13:37:00,4.25,17537.0,United Kingdom
574298,23291,DOLLY GIRL CHILDRENS CUP,1,2011-11-03 15:56:00,2.46,,United Kingdom
539595,21069,VINTAGE BILLBOARD TEA MUG,1,2010-12-20 13:43:00,2.51,,United Kingdom
546136,22728,ALARM CLOCK BAKELIKE PINK,3,2011-03-09 16:32:00,7.46,,United Kingdom
562417,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-08-04 16:32:00,1.69,,United Kingdom
549277,22920,HERB MARKER BASIL,1,2011-04-07 13:11:00,0.65,16469.0,United Kingdom
550471,21314,SMALL GLASS HEART TRINKET POT,1,2011-04-18 13:52:00,4.13,,United Kingdom
572859,21993,FLORAL FOLK STATIONERY SET,2,2011-10-26 12:39:00,1.25,16418.0,United Kingdom
578305,23531,WALL ART BIG LOVE ,12,2011-11-23 15:44:00,6.25,14088.0,United Kingdom
542713,21232,STRAWBERRY CERAMIC TRINKET BOX,36,2011-01-31 13:27:00,1.25,12668.0,Germany
567667,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,1,2011-09-21 15:24:00,1.63,,United Kingdom
562807,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,120,2011-08-09 14:57:00,0.42,16053.0,United Kingdom
576329,23355,HOT WATER BOTTLE KEEP CALM,1,2011-11-14 15:22:00,10.79,,United Kingdom
577438,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,3,2011-11-20 11:09:00,2.95,18118.0,United Kingdom
559528,17003,BROCADE RING PURSE ,72,2011-07-10 11:34:00,0.29,13064.0,United Kingdom
539718,21287,SCENTED VELVET LOUNGE CANDLE ,2,2010-12-21 13:06:00,2.51,,United Kingdom
556433,20723,STRAWBERRY CHARLOTTE BAG,15,2011-06-10 14:01:00,2.46,,United Kingdom
