订单ID,日期,客户ID,商品类别,单价,数量,地区,支付方式
ORD05560,2025-01-04 20:42:00,C1248,电子产品,95.98,6,东北,现金
ORD05561,2025-01-04 20:42:00,C3735,家居,45.28,2,华东,支付宝
ORD05562,2025-01-04 20:42:00,C4241,服装,57.36,7,华东,支付宝
ORD05563,2025-01-04 20:42:00,C1264,电子产品,41.97,7,华东,现金
ORD05564,2025-01-04 20:43:00,C1907,图书,63.65,4,华北,现金
ORD05565,2025-01-04 20:43:00,C1058,电子产品,98.03,2,华东,微信
ORD05566,2025-01-04 20:44:00,C2749,家居,99.78,7,华东,支付宝
ORD05567,2025-01-04 20:44:00,C2048,图书,79.72,1,东北,信用卡
ORD05568,2025-01-04 20:44:00,C4248,电子产品,46.39,2,东北,现金
ORD05569,2025-01-04 20:45:00,C2476,家居,54.5,2,华南,现金
ORD05570,2025-01-04 20:45:00,C4016,家居,42.11,1,华南,微信
ORD05571,2025-01-04 20:45:00,C4603,服装,98.7,9,华南,微信
ORD05572,2025-01-04 20:45:00,C3197,电子产品,73.7,6,东北,现金
ORD05573,2025-01-04 20:46:00,C4586,家居,50.4,3,东北,信用卡
ORD05574,2025-01-04 20:47:00,C3553,食品,11.09,6,华东,信用卡
ORD05575,2025-01-04 20:47:00,C4440,家居,,7,西南,现金
ORD05576,2025-01-04 20:47:00,C1761,服装,98.55,3,东北,微信
ORD05577,2025-01-04 20:47:00,C220,家居,57.08,4,西南,支付宝
ORD05578,2025-01-04 20:48:00,C4818,电子产品,26.42,-1,东北,支付宝
ORD05579,2025-01-04 20:49:00,C4623,电子产品,11.99,6,东北,微信
ORD05580,2025-01-04 20:51:00,C2888,图书,41.92,6,华北,支付宝
ORD05581,2025-01-04 20:51:00,C1664,电子产品,92.64,9,西南,微信
ORD05582,2025-01-04 20:51:00,C3986,图书,99.69,2,华北,信用卡
ORD05583,2025-01-04 20:51:00,C4576,食品,95.08,5,华东,支付宝
ORD05584,2025-01-04 20:53:00,C2977,服装,75.65,5,华北,现金
ORD05585,2025-01-04 20:55:00,C1871,食品,60.23,7,华北,现金
ORD05586,2025-01-04 20:57:00,C1462,图书,63.16,5,华东,支付宝
ORD05587,2025-01-04 20:57:00,C344,家居,58.51,4,西南,现金
ORD05588,2025-01-04 20:58:00,C044,家居,73.63,2,华南,微信
ORD05589,2025-01-04 20:59:00,C2068,食品,47.7,8,东北,微信
ORD05590,2025-01-04 21:00:00,C1514,家居,70.23,5,西南,现金
ORD05591,2025-01-04 21:00:00,C2598,图书,20.95,4,华东,支付宝
ORD05592,2025-01-04 21:00:00,C1001,服装,33.91,9,华北,支付宝
ORD05593,2025-01-04 21:00:00,C1033,电子产品,85.24,2,华南,支付宝
ORD05594,2025-01-04 21:00:00,C2040,图书,91.34,3,华北,信用卡
ORD05595,2025-01-04 21:00:00,C273,图书,58.51,8,东北,支付宝
ORD05596,2025-01-04 21:02:00,C2647,电子产品,12.85,4,华东,支付宝
ORD05597,2025-01-04 21:02:00,C1779,电子产品,93.43,9,华南,微信
ORD05598,2025-01-04 21:03:00,C4476,服装,73.19,9,西南,信用卡
ORD05599,2025-01-04 21:03:00,C478,服装,47.26,9,西南,微信
ORD05600,2025-01-04 21:04:00,C515,服装,63.85,1,华东,现金
ORD05601,2025-01-04 21:04:00,C4286,家居,48.68,-1,华东,现金
ORD05602,2025-01-04 21:04:00,,图书,51.88,6,华北,支付宝
ORD05603,2025-01-04 21:05:00,C2668,电子产品,89.81,8,华南,信用卡
ORD05604,2025-01-04 21:05:00,C1411,图书,24.5,7,东北,现金
ORD05605,2025-01-04 21:06:00,C3280,图书,19.33,7,华东,支付宝
ORD05606,2025-01-04 21:06:00,C271,服装,,2,华南,信用卡
ORD05607,2025-01-04 21:07:00,C142,服装,38.26,4,华东,现金
ORD05608,2025-01-04 21:07:00,C3332,图书,23.27,1,华东,现金
ORD05609,2025-01-04 21:08:00,C787,服装,29.8,7,西南,信用卡
ORD05610,2025-01-04 21:08:00,C1681,家居,11.01,4,华南,信用卡
ORD05611,2025-01-04 21:08:00,C622,电子产品,30.45,9,西南,信用卡
ORD05612,2025-01-04 21:08:00,C3841,图书,39.94,6,西南,信用卡
ORD05613,2025-01-04 21:09:00,C3676,电子产品,12.84,6,华南,现金
ORD05614,2025-01-04 21:10:00,C2572,家居,64.71,9,西南,信用卡
ORD05615,2025-01-04 21:10:00,C3260,服装,61.19,8,华北,微信
ORD05616,2025-01-04 21:11:00,C4712,食品,18.73,6,东北,微信
ORD05617,2025-01-04 21:11:00,C066,家居,63.55,6,东北,现金
ORD05618,2025-01-04 21:11:00,C4286,食品,99.88,6,华北,现金
ORD05619,2025-01-04 21:11:00,C4616,电子产品,95.0,4,华东,支付宝
ORD05620,2025-01-04 21:12:00,C1140,图书,10.24,-1,西南,现金
ORD05621,2025-01-04 21:12:00,C2314,服装,81.58,3,东北,信用卡
ORD05622,2025-01-04 21:13:00,C2532,家居,41.82,9,华南,信用卡
ORD05623,2025-01-04 21:14:00,C3580,服装,15.73,2,华东,现金
ORD05624,2025-01-04 21:15:00,,食品,36.64,7,东北,微信
ORD05625,2025-01-04 21:15:00,C4471,食品,38.96,1,西南,支付宝
ORD05626,2025-01-04 21:15:00,C4748,图书,57.09,7,东北,现金
ORD05627,2025-01-04 21:16:00,C3339,食品,69.5,2,西南,现金
ORD05628,2025-01-04 21:16:00,C548,图书,77.42,5,华东,支付宝
ORD05629,2025-01-04 21:16:00,C4087,家居,32.13,1,华北,微信
ORD05630,2025-01-04 21:17:00,C072,图书,38.96,5,西南,现金
ORD05631,2025-01-04 21:17:00,C198,食品,37.75,4,西南,微信
ORD05632,2025-01-04 21:18:00,C3201,电子产品,42.65,1,华东,信用卡
ORD05633,2025-01-04 21:18:00,C1781,图书,99.97,1,华东,微信
ORD05634,2025-01-04 21:18:00,C571,服装,80.01,7,华南,信用卡
ORD05635,2025-01-04 21:18:00,C790,电子产品,97.75,3,华东,支付宝
ORD05636,2025-01-04 21:19:00,C1638,图书,72.38,9,东北,现金
ORD05637,2025-01-04 21:19:00,C1831,服装,46.56,9,西南,信用卡
ORD05638,2025-01-04 21:19:00,C1855,电子产品,45.08,9,华北,微信
ORD05639,2025-01-04 21:20:00,C1174,图书,53.97,1,华东,现金
ORD05640,2025-01-04 21:21:00,C3740,家居,47.52,4,西南,信用卡
ORD05641,2025-01-04 21:21:00,C3277,服装,84.55,1,华北,信用卡
ORD05642,2025-01-04 21:21:00,C178,家居,51.85,1,华南,微信
ORD05643,2025-01-04 21:21:00,C2244,食品,36.61,9,东北,信用卡
ORD05644,2025-01-04 21:22:00,C4086,图书,79.74,5,华南,支付宝
ORD05645,2025-01-04 21:22:00,C734,图书,86.9,1,华东,信用卡
ORD05646,2025-01-04 21:23:00,C798,服装,47.84,3,东北,微信
ORD05647,2025-01-04 21:25:00,C787,图书,70.1,7,华南,现金
ORD05648,2025-01-04 21:25:00,C2795,食品,15.29,2,西南,微信
ORD05649,2025-01-04 21:26:00,C4304,图书,57.65,4,华东,微信
ORD05650,2025-01-04 21:26:00,C4588,电子产品,14.05,2,华南,现金
ORD05651,2025-01-04 21:27:00,C3084,家居,12.63,9,东北,信用卡
ORD05652,2025-01-04 21:27:00,C2918,食品,65.16,9,东北,支付宝
ORD05653,2025-01-04 21:30:00,C731,食品,37.3,7,华北,微信
ORD05654,2025-01-04 21:30:00,C1129,家居,76.83,7,东北,微信
ORD05655,2025-01-04 21:31:00,C3446,家居,90.65,2,东北,支付宝
ORD05656,2025-01-04 21:32:00,C1605,食品,22.55,8,华东,微信
ORD05657,2025-01-04 21:32:00,C3778,家居,75.21,1,东北,现金
ORD05658,2025-01-04 21:33:00,C2745,服装,56.31,8,华北,信用卡
ORD05659,2025-01-04 21:33:00,,家居,20.09,5,东北,现金
ORD05660,2025-01-04 21:33:00,C4689,电子产品,68.64,4,华北,微信
ORD05661,2025-01-04 21:34:00,C2933,电子产品,64.85,2,西南,现金
ORD05662,2025-01-04 21:34:00,C1215,服装,56.41,3,华北,微信
ORD05663,2025-01-04 21:34:00,C324,家居,93.38,2,华东,信用卡
ORD05664,2025-01-04 21:34:00,,电子产品,56.9,4,华南,现金
ORD05665,2025-01-04 21:34:00,C1490,图书,99.15,3,华南,现金
ORD05666,2025-01-04 21:34:00,C893,家居,55.83,5,西南,支付宝
ORD05667,2025-01-04 21:35:00,C1390,服装,20.43,7,华东,支付宝
ORD05668,2025-01-04 21:35:00,C3389,家居,52.34,9,西南,微信
ORD05669,2025-01-04 21:35:00,C4239,食品,26.41,5,西南,现金
ORD05670,2025-01-04 21:36:00,C4479,食品,63.74,8,东北,信用卡
ORD05671,2025-01-04 21:36:00,C2263,电子产品,72.38,2,东北,信用卡
ORD05672,2025-01-04 21:36:00,C3432,食品,52.16,6,华东,支付宝
ORD05673,2025-01-04 21:37:00,C2371,服装,18.79,8,华南,支付宝
ORD05674,2025-01-04 21:38:00,C3086,电子产品,,9,华北,支付宝
ORD05675,2025-01-04 21:38:00,C4312,服装,17.33,4,东北,信用卡
ORD05676,2025-01-04 21:38:00,C1515,服装,71.39,4,华东,信用卡
ORD05677,2025-01-04 21:39:00,,食品,81.13,7,华东,信用卡
ORD05678,2025-01-04 21:39:00,C2352,食品,96.61,4,华南,微信
ORD05679,2025-01-04 21:39:00,C1167,服装,23.39,5,华东,现金
ORD05680,2025-01-04 21:40:00,C110,食品,57.92,2,华东,微信
ORD05681,2025-01-04 21:40:00,C4327,食品,61.08,2,华南,现金
ORD05682,2025-01-04 21:41:00,C3655,食品,93.02,5,东北,现金
ORD05683,2025-01-04 21:41:00,C3793,家居,66.45,2,华南,现金
ORD05684,2025-01-04 21:41:00,C1755,服装,23.1,6,西南,支付宝
ORD05685,2025-01-04 21:42:00,C1577,图书,49.27,6,东北,现金
ORD05686,2025-01-04 21:42:00,C1296,服装,68.93,8,西南,支付宝
ORD05687,2025-01-04 21:43:00,C3774,电子产品,73.03,1,华东,现金
ORD05688,2025-01-04 21:43:00,C2220,食品,87.68,7,西南,微信
ORD05689,2025-01-04 21:43:00,C972,食品,26.25,7,华南,微信
ORD05690,2025-01-04 21:45:00,C1030,图书,95.64,9,华南,现金
ORD05691,2025-01-04 21:47:00,C2593,电子产品,15.32,4,华北,微信
ORD05692,2025-01-04 21:47:00,C3992,家居,98.54,7,华东,微信
ORD05693,2025-01-04 21:48:00,C4613,服装,87.2,6,华南,现金
ORD05694,2025-01-04 21:48:00,C913,家居,69.42,4,东北,现金
ORD05695,2025-01-04 21:48:00,C2181,电子产品,76.15,8,华南,支付宝
ORD05696,2025-01-04 21:50:00,,图书,16.54,3,东北,微信
ORD05697,2025-01-04 21:51:00,C1462,电子产品,13.73,8,华东,微信
ORD05698,2025-01-04 21:52:00,C2378,图书,19.16,5,华北,现金
ORD05699,2025-01-04 21:52:00,C3454,家居,17.86,4,华北,信用卡
ORD05700,2025-01-04 21:53:00,C3553,家居,59.26,3,西南,支付宝
ORD05701,2025-01-04 21:53:00,C1307,电子产品,29.39,7,华南,支付宝
ORD05702,2025-01-04 21:54:00,C4994,电子产品,87.42,7,华东,信用卡
ORD05703,2025-01-04 21:55:00,C1189,食品,50.12,6,西南,支付宝
ORD05704,2025-01-04 21:55:00,C687,图书,72.6,3,华东,支付宝
ORD05705,2025-01-04 21:56:00,C4661,食品,68.76,9,华东,微信
ORD05706,2025-01-04 21:56:00,C1207,服装,38.79,2,西南,微信
ORD05707,2025-01-04 21:56:00,C1894,服装,31.89,3,华东,现金
ORD05708,2025-01-04 21:58:00,,电子产品,40.82,1,西南,现金
ORD05709,2025-01-04 21:58:00,C1811,家居,81.7,7,华南,支付宝
ORD05710,2025-01-04 21:58:00,C3183,服装,62.76,2,西南,信用卡
ORD05711,2025-01-04 21:58:00,C3797,服装,32.82,8,华南,现金
ORD05712,2025-01-04 21:58:00,C1644,食品,83.61,9,华北,现金
ORD05713,2025-01-04 21:58:00,C3968,食品,14.93,2,西南,信用卡
ORD05714,2025-01-05 08:00:00,C2716,服装,72.93,6,华北,支付宝
ORD05715,2025-01-05 08:00:00,C190,电子产品,49.52,1,西南,支付宝
ORD05716,2025-01-05 08:00:00,C1335,食品,75.82,8,华东,现金
ORD05717,2025-01-05 08:01:00,C4803,服装,93.47,5,华北,支付宝
ORD05718,2025-01-05 08:01:00,C3106,家居,77.5,9,东北,支付宝
ORD05719,2025-01-05 08:01:00,C378,食品,49.78,3,东北,现金
ORD05720,2025-01-05 08:01:00,C4482,服装,23.59,2,东北,现金
ORD05721,2025-01-05 08:01:00,C3829,图书,82.57,7,华北,微信
ORD05722,2025-01-05 08:02:00,C615,食品,51.46,7,华南,微信
ORD05723,2025-01-05 08:02:00,C2330,图书,16.78,5,西南,支付宝
ORD05724,2025-01-05 08:03:00,C1754,食品,74.71,7,华东,信用卡
ORD05725,2025-01-05 08:03:00,C463,食品,36.27,6,华东,微信
ORD05726,2025-01-05 08:03:00,C966,图书,14.4,9,华北,支付宝
ORD05727,2025-01-05 08:04:00,C4267,电子产品,91.25,3,东北,信用卡
ORD05728,2025-01-05 08:04:00,C3158,服装,,4,华东,微信
ORD05729,2025-01-05 08:05:00,C3624,电子产品,35.29,9,华东,微信
ORD05730,2025-01-05 08:05:00,C4938,电子产品,74.47,8,华南,支付宝
ORD05731,2025-01-05 08:05:00,C689,服装,89.73,6,华东,现金
ORD05732,2025-01-05 08:06:00,C2622,家居,10.03,3,华东,现金
ORD05733,2025-01-05 08:06:00,C2212,电子产品,71.91,9,西南,信用卡
ORD05734,2025-01-05 08:06:00,C382,电子产品,79.03,9,华东,现金
ORD05735,2025-01-05 08:07:00,C2256,电子产品,28.89,6,西南,支付宝
ORD05736,2025-01-05 08:07:00,C3810,家居,54.07,2,东北,微信
ORD05737,2025-01-05 08:07:00,C3503,食品,18.04,7,华南,信用卡
ORD05738,2025-01-05 08:08:00,C1412,图书,77.21,9,华东,现金
ORD05739,2025-01-05 08:09:00,C1583,图书,86.27,9,华南,微信
ORD05740,2025-01-05 08:09:00,C371,家居,19.74,3,华南,支付宝
ORD05741,2025-01-05 08:09:00,C610,电子产品,83.48,2,华南,支付宝
ORD05742,2025-01-05 08:10:00,C115,图书,79.44,5,华北,微信
ORD05743,2025-01-05 08:10:00,C446,家居,41.22,7,西南,支付宝
ORD05744,2025-01-05 08:12:00,,服装,72.13,3,华南,支付宝
ORD05745,2025-01-05 08:12:00,C3324,图书,10.0,4,东北,微信
ORD05746,2025-01-05 08:12:00,C1340,服装,93.86,2,华东,现金
ORD05747,2025-01-05 08:12:00,C4510,电子产品,59.53,2,华南,信用卡
ORD05748,2025-01-05 08:13:00,C2939,图书,65.83,7,华南,微信
ORD05749,2025-01-05 08:13:00,C3699,家居,69.82,2,华东,微信
ORD05750,2025-01-05 08:14:00,C1073,食品,60.52,1,东北,现金
ORD05751,2025-01-05 08:14:00,C4813,图书,87.11,4,华南,信用卡
ORD05752,2025-01-05 08:15:00,C3569,图书,64.87,6,华南,支付宝
ORD05753,2025-01-05 08:16:00,C3150,图书,91.7,4,东北,现金
ORD05754,2025-01-05 08:16:00,C1605,图书,62.41,1,华南,信用卡
ORD05755,2025-01-05 08:16:00,C4657,家居,25.4,1,东北,微信
ORD05756,2025-01-05 08:16:00,C2294,家居,92.22,9,华南,信用卡
ORD05757,2025-01-05 08:16:00,C3662,食品,71.35,1,华东,现金
ORD05758,2025-01-05 08:17:00,C4482,家居,72.93,7,东北,支付宝
ORD05759,2025-01-05 08:17:00,C4797,家居,98.69,7,华东,信用卡
ORD05760,2025-01-05 08:18:00,C983,电子产品,16.77,1,华东,信用卡
ORD05761,2025-01-05 08:18:00,C351,电子产品,48.57,1,华南,微信
ORD05762,2025-01-05 08:19:00,C1724,服装,31.52,6,东北,信用卡
ORD05763,2025-01-05 08:19:00,C1951,食品,66.74,8,华北,微信
ORD05764,2025-01-05 08:20:00,C1279,电子产品,82.61,7,华东,现金
ORD05765,2025-01-05 08:21:00,C1907,食品,96.97,6,华东,支付宝
ORD05766,2025-01-05 08:22:00,C4848,食品,50.91,3,华东,现金
ORD05767,2025-01-05 08:22:00,C1024,图书,80.76,-1,华南,信用卡
ORD05768,2025-01-05 08:23:00,C545,食品,92.53,6,华南,信用卡
ORD05769,2025-01-05 08:23:00,C4174,图书,71.5,8,华东,微信
ORD05770,2025-01-05 08:24:00,,服装,31.85,4,华南,微信
ORD05771,2025-01-05 08:24:00,C888,服装,64.71,9,华南,现金
ORD05772,2025-01-05 08:28:00,C1105,服装,97.3,1,华南,现金
ORD05773,2025-01-05 08:28:00,C2549,图书,98.88,7,西南,现金
ORD05774,2025-01-05 08:29:00,C1990,图书,67.81,9,东北,支付宝
ORD05775,2025-01-05 08:29:00,C3998,服装,89.83,1,华南,微信
ORD05776,2025-01-05 08:30:00,C3775,图书,28.03,3,西南,现金
ORD05777,2025-01-05 08:30:00,C2812,家居,32.15,7,西南,微信
ORD05778,2025-01-05 08:30:00,C920,家居,95.76,9,华南,现金
ORD05779,2025-01-05 08:30:00,C4645,图书,22.17,1,西南,支付宝
ORD05780,2025-01-05 08:31:00,C2061,图书,27.2,6,华北,微信
ORD05781,2025-01-05 08:31:00,C4487,电子产品,,2,西南,微信
ORD05782,2025-01-05 08:31:00,C3639,电子产品,63.06,5,东北,微信
ORD05783,2025-01-05 08:32:00,C3165,食品,64.34,7,西南,微信
ORD05784,2025-01-05 08:32:00,C4435,食品,36.28,7,华南,支付宝
ORD05785,2025-01-05 08:33:00,C2644,食品,92.86,7,华东,现金
ORD05786,2025-01-05 08:34:00,C4852,服装,92.36,4,华北,支付宝
ORD05787,2025-01-05 08:34:00,C1045,家居,45.29,6,西南,微信
ORD05788,2025-01-05 08:35:00,C3556,服装,49.09,6,华北,信用卡
ORD05789,2025-01-05 08:36:00,C2681,图书,73.22,7,东北,支付宝
ORD05790,2025-01-05 08:36:00,C3199,电子产品,69.67,9,西南,信用卡
ORD05791,2025-01-05 08:37:00,C938,图书,44.41,6,西南,微信
ORD05792,2025-01-05 08:37:00,C4943,图书,47.28,1,华北,微信
ORD05793,2025-01-05 08:37:00,C441,电子产品,41.32,8,西南,支付宝
ORD05794,2025-01-05 08:39:00,C2550,图书,31.18,2,西南,信用卡
ORD05795,2025-01-05 08:40:00,C4225,食品,51.23,3,华东,支付宝
ORD05796,2025-01-05 08:41:00,C596,电子产品,71.78,5,华北,支付宝
ORD05797,2025-01-05 08:41:00,C1505,图书,76.78,6,华南,支付宝
ORD05798,2025-01-05 08:43:00,C861,食品,80.1,7,华南,微信
ORD05799,2025-01-05 08:44:00,C2640,食品,43.73,4,东北,现金
ORD05800,2025-01-05 08:44:00,C3731,家居,78.82,3,华东,信用卡
ORD05801,2025-01-05 08:44:00,C1551,食品,10.59,9,华北,现金
ORD05802,2025-01-05 08:46:00,,服装,52.93,4,华北,现金
ORD05803,2025-01-05 08:47:00,C1736,电子产品,81.45,9,华东,微信
ORD05804,2025-01-05 08:47:00,C1449,电子产品,66.7,9,华东,微信
ORD05805,2025-01-05 08:48:00,C264,电子产品,52.67,3,东北,微信
ORD05806,2025-01-05 08:48:00,C2659,图书,68.02,3,华南,支付宝
ORD05807,2025-01-05 08:52:00,C2721,图书,91.63,8,华北,微信
ORD05808,2025-01-05 08:53:00,C1462,服装,60.97,1,华东,微信
ORD05809,2025-01-05 08:54:00,C4252,食品,81.98,6,华北,微信
ORD05810,2025-01-05 08:55:00,C1445,图书,98.27,6,华南,微信
ORD05811,2025-01-05 08:55:00,C2298,食品,,9,华北,现金
ORD05812,2025-01-05 08:56:00,C2925,食品,61.6,2,华北,现金
ORD05813,2025-01-05 08:56:00,C1632,图书,13.37,8,华东,微信
ORD05814,2025-01-05 08:56:00,C2374,图书,43.7,7,华东,现金
ORD05815,2025-01-05 08:56:00,C4990,服装,60.89,2,华东,微信
ORD05816,2025-01-05 08:58:00,C512,家居,81.75,1,华南,信用卡
ORD05817,2025-01-05 08:59:00,C215,电子产品,49.43,4,西南,支付宝
ORD05818,2025-01-05 08:59:00,C3331,图书,96.41,2,华南,微信
ORD05819,2025-01-05 09:01:00,C2172,图书,,3,华东,现金
ORD05820,2025-01-05 09:02:00,C3153,食品,77.01,2,东北,支付宝
ORD05821,2025-01-05 09:03:00,C1706,家居,,9,华北,现金
ORD05822,2025-01-05 09:03:00,C2106,图书,53.74,4,华北,信用卡
ORD05823,2025-01-05 09:03:00,C1567,家居,82.23,1,华北,信用卡
ORD05824,2025-01-05 09:04:00,C2208,电子产品,36.66,8,华北,支付宝
ORD05825,2025-01-05 09:04:00,C2331,食品,18.71,4,东北,信用卡
ORD05826,2025-01-05 09:05:00,,服装,56.82,8,华东,微信
ORD05827,2025-01-05 09:06:00,C1128,电子产品,57.59,8,西南,信用卡
ORD05828,2025-01-05 09:06:00,C3510,家居,81.75,9,华北,现金
ORD05829,2025-01-05 09:07:00,C4323,家居,97.15,7,西南,微信
ORD05830,2025-01-05 09:08:00,C3653,电子产品,14.98,4,华南,现金
ORD05831,2025-01-05 09:08:00,C2365,家居,63.25,2,华南,支付宝
ORD05832,2025-01-05 09:08:00,C4897,服装,71.32,6,华北,支付宝
ORD05833,2025-01-05 09:09:00,C2921,服装,98.72,4,华东,支付宝
ORD05834,2025-01-05 09:09:00,C4567,家居,94.83,6,东北,现金
ORD05835,2025-01-05 09:10:00,C1079,家居,74.12,8,华北,现金
ORD05836,2025-01-05 09:10:00,C3511,服装,56.96,3,华南,支付宝
ORD05837,2025-01-05 09:12:00,C2741,家居,24.54,1,华南,现金
ORD05838,2025-01-05 09:12:00,C3020,图书,44.58,5,西南,支付宝
ORD05839,2025-01-05 09:14:00,C228,食品,62.66,3,东北,支付宝
ORD05840,2025-01-05 09:15:00,C170,图书,75.27,6,华北,现金
ORD05841,2025-01-05 09:15:00,C294,家居,67.19,3,华东,微信
ORD05842,2025-01-05 09:16:00,C4284,家居,74.27,1,西南,支付宝
ORD05843,2025-01-05 09:17:00,C425,食品,48.62,9,东北,信用卡
ORD05844,2025-01-05 09:17:00,C918,家居,75.49,5,西南,微信
ORD05845,2025-01-05 09:18:00,C3253,食品,22.94,2,华东,微信
ORD05846,2025-01-05 09:20:00,C498,服装,24.63,2,华南,微信
ORD05847,2025-01-05 09:20:00,C2809,食品,24.65,9,华北,微信
ORD05848,2025-01-05 09:21:00,C4961,食品,,1,华北,支付宝
ORD05849,2025-01-05 09:22:00,C825,图书,16.84,3,华东,支付宝
ORD05850,2025-01-05 09:24:00,C3779,家居,82.14,7,华北,支付宝
ORD05851,2025-01-05 09:25:00,C1858,服装,31.02,1,华北,信用卡
ORD05852,2025-01-05 09:25:00,C2118,电子产品,52.16,2,西南,支付宝
ORD05853,2025-01-05 09:27:00,C145,食品,92.44,6,华东,支付宝
ORD05854,2025-01-05 09:28:00,C4565,电子产品,62.73,9,西南,信用卡
ORD05855,2025-01-05 09:28:00,C3577,家居,28.91,9,华北,支付宝
ORD05856,2025-01-05 09:29:00,C192,食品,35.57,8,东北,现金
ORD05857,2025-01-05 09:30:00,C3888,电子产品,92.84,3,东北,现金
ORD05858,2025-01-05 09:32:00,C051,图书,48.44,2,西南,支付宝
ORD05859,2025-01-05 09:33:00,C2410,电子产品,62.83,1,华南,微信
ORD05860,2025-01-05 09:33:00,C1820,图书,51.39,9,华南,支付宝
ORD05861,2025-01-05 09:34:00,C2964,服装,44.06,5,华东,信用卡
ORD05862,2025-01-05 09:36:00,C2521,家居,30.1,3,东北,微信
ORD05863,2025-01-05 09:37:00,C1869,电子产品,71.76,5,东北,信用卡
ORD05864,2025-01-05 09:37:00,C2568,食品,74.64,3,西南,现金
ORD05865,2025-01-05 09:38:00,C1867,家居,34.74,9,华北,信用卡
ORD05866,2025-01-05 09:38:00,C2738,电子产品,81.01,1,华东,支付宝
ORD05867,2025-01-05 09:39:00,C3269,食品,86.91,1,西南,现金
ORD05868,2025-01-05 09:39:00,C3199,食品,,3,华南,微信
ORD05869,2025-01-05 09:39:00,C2579,食品,24.51,6,华北,支付宝
ORD05870,2025-01-05 09:39:00,C4005,食品,37.35,2,华东,现金
ORD05871,2025-01-05 09:40:00,C4935,电子产品,87.43,1,华北,微信
ORD05872,2025-01-05 09:42:00,C240,服装,27.87,8,华南,现金
ORD05873,2025-01-05 09:43:00,C3440,图书,10.31,9,西南,微信
ORD05874,2025-01-05 09:44:00,C4631,图书,88.37,1,西南,微信
ORD05875,2025-01-05 09:44:00,C1407,图书,39.38,3,东北,信用卡
ORD05876,2025-01-05 09:45:00,C3502,服装,47.3,5,西南,支付宝
ORD05877,2025-01-05 09:45:00,C4038,食品,50.17,7,东北,微信
ORD05878,2025-01-05 09:46:00,C082,食品,86.34,4,西南,微信
ORD05879,2025-01-05 09:46:00,C3768,家居,40.41,6,华东,信用卡
ORD05880,2025-01-05 09:47:00,C950,图书,90.31,1,华南,微信
ORD05881,2025-01-05 09:47:00,C610,图书,65.52,4,华北,微信
ORD05882,2025-01-05 09:48:00,C4669,食品,57.46,8,华南,现金
ORD05883,2025-01-05 09:48:00,C3605,图书,39.31,5,华南,支付宝
ORD05884,2025-01-05 09:49:00,C4554,食品,31.93,8,东北,信用卡
ORD05885,2025-01-05 09:49:00,C3283,食品,66.17,1,东北,信用卡
ORD05886,2025-01-05 09:50:00,C2173,食品,50.22,9,华东,微信
ORD05887,2025-01-05 09:51:00,C3484,电子产品,,4,华北,微信
ORD05888,2025-01-05 09:52:00,C1522,电子产品,54.25,9,西南,信用卡
ORD05889,2025-01-05 09:52:00,,电子产品,56.06,8,西南,微信
ORD05890,2025-01-05 09:53:00,C2657,电子产品,47.51,8,华南,微信
ORD05891,2025-01-05 09:53:00,C2159,服装,81.03,2,华东,现金
ORD05892,2025-01-05 09:54:00,C2449,家居,48.24,3,华北,信用卡
ORD05893,2025-01-05 09:55:00,C3830,家居,34.24,9,西南,微信
ORD05894,2025-01-05 09:55:00,C121,食品,87.58,3,华南,支付宝
ORD05895,2025-01-05 09:56:00,C4368,图书,63.71,8,华东,微信
ORD05896,2025-01-05 09:56:00,C1317,电子产品,63.24,5,华北,现金
ORD05897,2025-01-05 09:56:00,C4493,家居,64.97,7,华南,现金
ORD05898,2025-01-05 09:56:00,C2518,家居,,4,华南,信用卡
ORD05899,2025-01-05 09:56:00,C1230,电子产品,38.18,8,华东,现金
ORD05900,2025-01-05 09:56:00,C1133,服装,13.05,4,华东,现金
ORD05901,2025-01-05 09:56:00,C1301,服装,82.95,5,华东,支付宝
ORD05902,2025-01-05 09:57:00,C4034,家居,21.6,1,华东,现金
ORD05903,2025-01-05 09:58:00,C1910,服装,74.96,8,华北,微信
ORD05904,2025-01-05 10:00:00,C1505,电子产品,17.41,7,华东,现金
ORD05905,2025-01-05 10:01:00,C3185,家居,43.78,5,华东,支付宝
ORD05906,2025-01-05 10:01:00,C1916,电子产品,15.67,6,华东,信用卡
ORD05907,2025-01-05 10:03:00,C4915,服装,57.0,1,华北,支付宝
ORD05908,2025-01-05 10:03:00,C3548,电子产品,68.78,8,西南,微信
ORD05909,2025-01-05 10:03:00,C2757,服装,25.43,9,华南,微信
ORD05910,2025-01-05 10:03:00,C1956,服装,43.45,5,东北,信用卡
ORD05911,2025-01-05 10:04:00,C178,电子产品,93.72,7,华南,支付宝
ORD05912,2025-01-05 10:04:00,C896,服装,49.82,4,华北,支付宝
ORD05913,2025-01-05 10:04:00,C1551,食品,82.23,6,华东,信用卡
ORD05914,2025-01-05 10:06:00,C491,电子产品,93.45,2,华北,信用卡
ORD05915,2025-01-05 10:06:00,C060,食品,97.69,4,西南,信用卡
ORD05916,2025-01-05 10:06:00,C1077,电子产品,90.85,5,东北,信用卡
ORD05917,2025-01-05 10:08:00,C2895,服装,38.57,9,西南,微信
