edible,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
edible,flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,paths
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods
poisonous,convex,smooth,white,False,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
poisonous,convex,fibrous,white,False,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
edible,flat,fibrous,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,woods
edible,flat,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods
poisonous,convex,smooth,white,False,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
edible,convex,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods
edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,woods
edible,flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,pink,False,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods
edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,white,False,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,paths
edible,flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods
poisonous,convex,scaly,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,paths
poisonous,convex,smooth,gray,False,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,pink,False,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
edible,convex,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods
poisonous,convex,scaly,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,grasses
edible,flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,pink,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,white,False,creosote,free,close,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods
edible,flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,paths
edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods
poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,several,grasses
poisonous,convex,smooth,pink,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods
edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods
poisonous,flat,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,woods
edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods
edible,convex,fibrous,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,grasses
edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods
poisonous,flat,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,solitary,paths
edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,solitary,grasses
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,grasses
poisonous,convex,fibrous,white,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
edible,flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,buff,partial,white,1,large,chocolate,several,woods
edible,flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods
poisonous,convex,smooth,gray,False,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods
edible,convex,fibrous,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths
poisonous,convex,smooth,white,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,paths
poisonous,convex,smooth,white,False,creosote,free,crowded,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,paths
edible,convex,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,grasses
edible,flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,solitary,woods
edible,convex,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,several,woods
poisonous,convex,smooth,white,False,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods
poisonous,convex,scaly,yellow,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses
edible,flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,solitary,woods
edible,convex,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,grasses
edible,flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,woods
poisonous,convex,smooth,gray,False,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,several,woods
edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods
edible,flat,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,pink,False,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,solitary,grasses
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods
poisonous,convex,smooth,pink,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,brown,partial,white,1,large,chocolate,solitary,paths
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,solitary,paths
edible,flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods
poisonous,convex,smooth,gray,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
poisonous,flat,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,woods
poisonous,convex,fibrous,pink,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
edible,flat,scaly,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,yellow,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,pink,buff,partial,white,1,large,chocolate,solitary,grasses
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods
poisonous,convex,fibrous,white,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,paths
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,brown,pink,partial,white,1,large,chocolate,several,paths
poisonous,convex,smooth,pink,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
edible,convex,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,buff,pink,partial,white,1,large,chocolate,several,woods
edible,flat,scaly,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods
edible,convex,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
edible,flat,scaly,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,solitary,woods
poisonous,convex,fibrous,pink,False,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods
edible,flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,black,several,woods
poisonous,convex,smooth,white,False,creosote,free,crowded,narrow,brown,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,several,grasses
edible,flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,grasses
edible,flat,fibrous,red,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,brown,partial,white,1,large,chocolate,several,grasses
edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,pink,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,white,False,creosote,free,close,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods
edible,flat,scaly,brown,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,brown,solitary,woods
edible,convex,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,pink,white,partial,white,1,pendant,brown,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,chocolate,enlarging,bulbous,silky,silky,pink,pink,partial,white,1,large,chocolate,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,gray,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,pink,pink,partial,white,1,pendant,brown,solitary,woods
edible,flat,scaly,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,red,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,pink,gray,partial,white,1,pendant,black,solitary,woods
edible,flat,fibrous,red,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,white,gray,partial,white,1,pendant,black,solitary,woods
edible,flat,scaly,brown,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods
edible,flat,fibrous,brown,True,none,free,close,broad,white,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods
poisonous,convex,fibrous,pink,False,creosote,free,close,narrow,purple,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,scattered,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,pink,enlarging,bulbous,silky,silky,brown,brown,partial,white,1,large,chocolate,several,woods
edible,flat,scaly,gray,True,none,free,close,broad,brown,tapering,bulbous,smooth,smooth,gray,white,partial,white,1,pendant,brown,several,woods
edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,gray,gray,partial,white,1,pendant,brown,several,woods
poisonous,convex,smooth,white,False,creosote,free,close,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods
poisonous,convex,fibrous,pink,False,creosote,free,crowded,narrow,gray,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,brown,several,woods
poisonous,convex,fibrous,gray,False,foul,free,close,broad,gray,enlarging,bulbous,silky,silky,buff,buff,partial,white,1,large,chocolate,solitary,paths
edible,convex,fibrous,gray,True,none,free,close,broad,pink,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods
edible,flat,scaly,red,True,none,free,close,broad,purple,tapering,bulbous,smooth,smooth,white,pink,partial,white,1,pendant,black,several,woods
poisonous,convex,smooth,pink,False,creosote,free,crowded,narrow,pink,enlarging,bulbous,smooth,smooth,white,white,partial,white,1,pendant,black,scattered,woods
